epoch,loss,val_loss
0,233.7031209536088,209.8115465453842
1,231.0329595563758,207.9708749418828
2,229.4645606691002,207.1735939449722
3,228.51335983459765,206.68519691362403
4,227.82576344359634,206.33325796821876
5,227.29388622177973,206.08467703996544
6,226.91939750308666,205.89035474474653
7,226.6294425359139,205.73461678100955
8,226.39189707438152,205.6052275808167
9,226.17241979419677,205.5015100899634
10,225.98915224340226,205.3991126567858
11,225.82783291421384,205.31227643414556
12,225.68242002695035,205.22882879192883
13,225.55144900419774,205.15625605594906
14,225.4313633005843,205.09083394077854
15,225.3190399593777,205.02842421190385
16,225.21533655549726,204.96848811015283
17,225.11897506571225,204.91477493489026
18,225.0242290099462,204.86184720381888
19,224.93923905140315,204.8139757440294
20,224.85741941032248,204.76734878732117
21,224.778835218992,204.72458684354658
22,224.70688702937883,204.68226161260418
23,224.63815567513817,204.64062693928028
24,224.5732771465921,204.6031126153736
25,224.51259550212794,204.56865685540185
26,224.4547231356303,204.53822971650894
27,224.39884247555693,204.50596158662574
28,224.34580063616107,204.47647841382354
29,224.2953442245467,204.4497333069352
30,224.24543344893007,204.42430326030444
31,224.19883701393746,204.39983417224727
32,224.1544785106284,204.3782966651583
33,224.11168765960596,204.35735926619873
34,224.07009921155424,204.33752716058632
35,224.0303760740492,204.31891993443458
36,223.9918293840865,204.3010426590694
37,223.95577641226288,204.2831925455789
38,223.92112927620227,204.26552272240497
39,223.8882457570133,204.2490692382672
