epoch,loss,val_loss
0,165.88562041999947,148.9902214319362
1,165.41817162627848,148.552492790083
2,165.05686396533608,148.33958321608594
3,164.80455737888303,148.1475807914108
4,164.58479958517938,148.02917419983825
5,164.42334709452768,147.94499781129852
6,164.3091636857416,147.87522644947842
7,164.25559490032686,147.8040355417354
8,164.12404303183922,147.7664663929074
9,164.04506626618215,147.72816394163766
10,163.9773927415538,147.70800712701163
11,163.91950245351873,147.67850420191516
12,163.86737050643333,147.652714267033
13,163.82152212827634,147.63598239681144
14,163.78032618098788,147.61951439518953
15,163.74365319798136,147.6062749068847
16,163.70992319155962,147.59460143548336
17,163.68053586788668,147.58662415059518
18,163.65419903820396,147.57702481219079
19,163.62859144903655,147.57030063901774
20,163.6061314631731,147.56609092524272
21,163.5838375177139,147.5609886367524
22,163.56263893404576,147.55730575687147
23,163.5435628084036,147.55492990896084
24,163.5250975971548,147.55229442500277
25,163.507642019712,147.5497903132479
26,163.49208450928714,147.54776675536536
27,163.47642835837144,147.54657316156172
28,163.4619489840972,147.54527903717323
29,163.448502867446,147.5440605316855
30,163.43493540511173,147.5421324161284
31,163.42235618575006,147.54122485328887
32,163.41009154238253,147.54033867495477
33,163.39849617012547,147.53798221078847
34,163.38692000951522,147.5362524451645
35,163.37587322903494,147.53699282471936
36,163.36578169276572,147.5359111015431
37,163.3556037650149,147.53528229092294
38,163.3462029200334,147.53533815383665
39,163.33706363979567,147.5346563717736
