epoch,loss,val_loss
0,100.49423952184172,84.85036223224859
1,100.11189915053865,84.59493610492835
2,99.87111168845087,84.47501713746287
3,99.72787282935575,84.41318089481224
4,99.62740444892492,84.36041698671704
5,99.55236113580884,84.32253753121712
6,99.49054809024192,84.28530543958817
7,99.43976828481397,84.25050326050392
8,99.39608427296336,84.21651753247548
9,99.35901228199657,84.19053174778286
10,99.32607490058638,84.17096167484175
11,99.29783532008146,84.1554438053539
12,99.27340262201098,84.14454206278815
13,99.25030834695212,84.13411467063736
14,99.22937801699354,84.12401310869515
15,99.20962897223285,84.11407180731734
16,99.19099448929485,84.10620605690008
17,99.17295310680683,84.09890623584991
18,99.15629473588406,84.09238441178306
19,99.1408578913436,84.08726814712638
20,99.12602016355237,84.08284740105844
21,99.11242022962652,84.07900664733283
22,99.09962120912014,84.07480347837902
23,99.08782024566943,84.07205848419181
24,99.07613791991503,84.0689930214866
25,99.06588828319158,84.06723521749367
26,99.0557459924975,84.06453441267824
27,99.04641148677239,84.06151786350723
28,99.03782345678053,84.05947170600452
29,99.02966524658041,84.0570146247648
30,99.0218968421985,84.05477309455617
31,99.01493571599325,84.05322639690824
32,99.00811314664335,84.05139451290417
33,99.00163473390107,84.0493810362076
34,98.99557546407749,84.04764171564791
35,98.98978466681945,84.04605462529915
36,98.98431520726946,84.04459817046008
37,98.97934732926197,84.04310900904068
38,98.97457836958078,84.0414570354455
39,98.96996266149048,84.0401025239953
