epoch,loss,val_loss
0,181.11778259277344,83.34449768066406
1,105.10728454589844,82.49665832519531
2,95.50956726074219,82.44583129882812
3,95.01871490478516,81.15994262695312
4,94.23978424072266,80.2448501586914
5,92.92976379394531,79.29183197021484
6,94.91082763671875,78.64366149902344
7,90.25950622558594,77.38758850097656
8,88.82141876220703,77.41887664794922
9,88.84467315673828,76.47069549560547
10,87.52220916748047,76.37773895263672
11,86.98625183105469,79.62873840332031
12,86.95082092285156,75.58897399902344
13,87.05602264404297,75.59356689453125
14,85.80623626708984,76.54991912841797
15,85.96601867675781,75.4942626953125
16,85.59696197509766,76.49419403076172
17,85.14390563964844,75.03996276855469
18,84.8873062133789,75.05264282226562
19,84.48664093017578,75.26087188720703
20,84.43937683105469,75.05113983154297
21,84.28943634033203,78.66637420654297
22,84.15657806396484,74.69114685058594
23,84.00520324707031,77.59042358398438
24,84.19710540771484,74.66777801513672
25,83.61299133300781,74.47933959960938
26,83.75098419189453,74.56363677978516
27,83.55619812011719,74.46066284179688
28,83.4583511352539,74.61864471435547
29,83.42366027832031,74.09362030029297
30,83.24164581298828,74.36917114257812
31,83.14228057861328,74.43624877929688
32,83.27235412597656,74.08291625976562
33,83.11090850830078,74.48273468017578
34,82.851318359375,74.84171295166016
35,82.88613891601562,74.2272720336914
36,82.82189178466797,74.18885803222656
37,82.81564331054688,73.69540405273438
38,82.88319396972656,73.88471221923828
39,82.69664764404297,73.91639709472656
40,82.58332061767578,73.6988754272461
41,82.46040344238281,76.68472290039062
42,82.69237518310547,73.66569519042969
43,82.38152313232422,75.66918182373047
44,82.54247283935547,74.49873352050781
45,82.51239013671875,73.65225219726562
46,82.37071990966797,73.74948120117188
47,82.32723236083984,73.73290252685547
48,82.34869384765625,73.4433364868164
49,82.26405334472656,73.71556091308594
50,82.24500274658203,73.50716400146484
51,82.07720184326172,74.04593658447266
52,82.0904312133789,73.53327178955078
53,82.11320495605469,73.81689453125
54,81.99491882324219,73.52268981933594
55,82.03648376464844,74.60408020019531
56,82.00180053710938,73.87814331054688
57,81.99980163574219,73.44405364990234
58,82.009765625,73.5365982055664
59,81.89353942871094,73.53472137451172
60,81.85380554199219,73.747802734375
61,81.9383544921875,73.38929748535156
62,81.83666229248047,73.59249114990234
63,81.84395599365234,73.3370132446289
64,81.75135040283203,74.0191421508789
65,81.78755187988281,73.69055938720703
66,81.79505157470703,73.40779876708984
67,81.65963745117188,73.62174224853516
68,81.69896697998047,73.44159698486328
69,81.67973327636719,73.48855590820312
70,81.6610336303711,73.8060073852539
71,81.62158203125,73.38725280761719
72,81.57731628417969,73.29894256591797
73,81.60273742675781,73.21357727050781
74,81.62602996826172,73.28959655761719
75,81.5512466430664,73.41329193115234
76,81.51560974121094,73.33784484863281
77,81.4887466430664,74.11186981201172
78,81.51908874511719,73.1768569946289
79,81.51396179199219,73.80220794677734
80,81.46041107177734,73.13585662841797
81,81.52336120605469,73.2133560180664
82,81.4013671875,73.16636657714844
83,81.3925552368164,73.29313659667969
84,81.44229125976562,73.32638549804688
85,81.43291473388672,73.34025573730469
86,81.40047454833984,73.10628509521484
87,81.33618927001953,73.60369110107422
88,81.31971740722656,73.57305145263672
89,81.41375732421875,73.21805572509766
90,81.32384490966797,73.1103744506836
91,81.31704711914062,73.17240905761719
92,81.26937103271484,73.20098876953125
93,81.26638793945312,73.5112075805664
94,81.28933715820312,73.26019287109375
95,81.24366760253906,73.32463836669922
96,81.2723159790039,73.15254974365234
97,81.26116943359375,73.1776351928711
98,81.14250946044922,73.2862319946289
99,81.23998260498047,73.04283905029297
100,81.17195892333984,73.0699462890625
101,81.11943054199219,73.23597717285156
102,81.13185119628906,73.23214721679688
103,81.20095825195312,73.17363739013672
104,81.09757232666016,73.21585845947266
105,81.13902282714844,73.25736236572266
106,81.16505432128906,72.98057556152344
107,81.06832885742188,73.11089324951172
108,81.08704376220703,73.15033721923828
109,81.0090103149414,73.22433471679688
110,81.09590911865234,73.15023040771484
111,81.05828094482422,72.97438049316406
112,81.06424713134766,72.90338134765625
113,81.04136657714844,72.9337158203125
114,81.05177307128906,73.09378051757812
115,81.06798553466797,72.9456787109375
116,80.99092102050781,72.93844604492188
117,80.99407196044922,73.06876373291016
