epoch,loss,val_loss
0,39.86796188354492,34.59675216674805
1,38.483787536621094,42.45682144165039
2,38.632667541503906,34.55746841430664
3,38.02887725830078,33.98366928100586
4,37.876895904541016,34.13581848144531
5,37.889076232910156,34.15425491333008
6,37.71272659301758,33.82744598388672
7,37.69300842285156,34.0111083984375
8,37.625240325927734,33.8271484375
9,37.57038497924805,33.8238410949707
10,37.51469039916992,33.87215042114258
11,37.490535736083984,33.774757385253906
12,37.52582550048828,33.868167877197266
13,37.45024108886719,33.6751594543457
14,37.472049713134766,33.780487060546875
15,37.3933219909668,33.74851989746094
16,37.40406799316406,33.67732238769531
17,37.38629150390625,33.679222106933594
18,37.3552360534668,33.624473571777344
19,37.393680572509766,33.61954116821289
20,37.34137725830078,33.63908386230469
21,37.339202880859375,33.67412567138672
22,37.31339645385742,33.63719940185547
23,37.31095504760742,33.61879348754883
24,37.308837890625,33.57688903808594
25,37.28606033325195,33.67112731933594
26,37.293678283691406,33.58598709106445
27,37.27668762207031,33.59099197387695
28,37.30360794067383,33.57756805419922
29,37.28213882446289,33.60478210449219
30,37.26933670043945,33.54686737060547
31,37.258262634277344,33.570213317871094
32,37.25309371948242,33.53864288330078
33,37.24346160888672,33.63092803955078
34,37.24552917480469,33.55836868286133
35,37.22678756713867,33.62435531616211
36,37.23990249633789,33.62405014038086
37,37.23236846923828,33.555084228515625
38,37.224613189697266,33.58443832397461
39,37.21177291870117,33.62116241455078
40,37.21547317504883,33.528778076171875
41,37.19792938232422,33.81169128417969
42,37.21123123168945,33.49674987792969
43,37.192073822021484,33.49855422973633
44,37.18925094604492,33.5086555480957
45,37.166690826416016,33.51383590698242
46,37.17124938964844,33.63901138305664
47,37.17060852050781,33.49338150024414
48,37.171783447265625,33.49045181274414
49,37.160709381103516,33.50888442993164
50,37.15550994873047,33.4884147644043
51,37.15087127685547,33.49272155761719
52,37.145198822021484,33.54972839355469
53,37.14535140991211,33.51456832885742
54,37.14896774291992,33.49543380737305
55,37.14468765258789,33.571895599365234
56,37.133819580078125,33.45552444458008
57,37.12653732299805,33.46965789794922
58,37.151702880859375,33.48064422607422
59,37.1417236328125,33.465232849121094
60,37.142974853515625,33.482994079589844
61,37.131465911865234,33.4581413269043
62,37.132293701171875,33.52210998535156
63,37.11012268066406,33.49111557006836
64,37.11427307128906,33.496551513671875
65,37.11130142211914,33.47323989868164
66,37.11829376220703,33.45835494995117
67,37.109622955322266,33.443790435791016
68,37.111656188964844,33.52749252319336
69,37.124412536621094,33.48603820800781
70,37.11133575439453,33.4381103515625
71,37.11099624633789,33.45392608642578
72,37.10819625854492,33.45911407470703
73,37.10732650756836,33.465599060058594
74,37.1117057800293,33.4942741394043
75,37.11332702636719,33.449462890625
76,37.09275436401367,33.4692497253418
77,37.10274887084961,33.44490051269531
78,37.10232925415039,33.46773910522461
79,37.093528747558594,33.45451736450195
80,37.0997428894043,33.49842834472656
81,37.09812927246094,33.43270492553711
82,37.10451126098633,33.529441833496094
83,37.089996337890625,33.438697814941406
84,37.09043502807617,33.435401916503906
85,37.095191955566406,33.44452667236328
86,37.0974235534668,33.48443603515625
87,37.08972930908203,33.50934982299805
88,37.08501052856445,33.441078186035156
89,37.08781051635742,33.426025390625
90,37.094356536865234,33.49283981323242
91,37.0986328125,33.51559829711914
92,37.08359909057617,33.47686767578125
93,37.08411407470703,33.44797134399414
94,37.08335494995117,33.456939697265625
